node_index,source_node_id,pos_x,pos_y,is_stop_only
27666,cluster_1840038501_2230159599_2230159690_2247427967_2247463250_2267144298_255882780_3083025449_3083025450_3083025451_3083025454,2965.06,4993.43,False
27667,cluster_1171127957_1418777918_1418777928_1418777933_4692370514,3003.91,5143.42,False
27668,255883211,2520.03,5065.8,False
27669,cluster_2247378760_2247427965_2267144305_3086776396_3086776398,2528.71,5076.25,False
27670,cluster_2247378760_2247427965_2267144305_3086776396_3086776398,2528.71,5076.25,False
27671,1840038511,2550.78,5059.21,False
27672,308796478,3343.43,4873.93,False
27673,1171127975,3399.01,5039.47,False
27674,1840050397,2614.91,4664.78,False
27675,1840050388,2663.19,4664.26,False
27676,308982531,5394.44,4573.31,False
27677,308982533,5423.49,4483.76,False
27678,1840077951,4582.21,4171.12,False
27679,1840077955,4575.31,4183.67,False
27680,1840077955,4575.31,4183.67,False
27681,1840077971,4547.17,4222.39,False
27682,1840077971,4547.17,4222.39,False
27683,1840077955,4575.31,4183.67,False
27684,1840077983,2967.77,5407.08,False
27685,1840077987,2966.28,5463.15,False
27686,277738362,2951.24,5659.75,False
27687,1840077995,2869.76,5656.86,False
27688,1840077991,2981.74,5512.53,False
27689,1840077985,2985.88,5407.72,False
27690,1840077993,3007.21,5513.58,False
27691,4282427693,2997.69,5513.09,False
27692,4282427693,2997.69,5513.09,False
27693,1840077991,2981.74,5512.53,False
27694,1840077991,2981.74,5512.53,False
27695,1840077989,2876.09,5507.93,False
27696,277738199,2981.42,5527.74,False
27697,277738200,2961.57,5527.6,False
27698,277738200,2961.57,5527.6,False
27699,277738201,2957.47,5642.6,False
27700,277738201,2957.47,5642.6,False
27701,cluster_1993601931_277738202,2981.03,5643.7,False
27702,cluster_1993601931_277738202,2981.03,5643.7,False
27703,277738199,2981.42,5527.74,False
27704,277737975,2947.48,5749.52,False
27705,2043477657,2930.0,5748.76,False
27706,2043477657,2930.0,5748.76,False
27707,1840077998,2866.7,5746.03,False
27708,274591037,4696.24,4247.51,False
27709,1840077951,4582.21,4171.12,False
27710,1840077951,4582.21,4171.12,False
27711,1649583156,4734.35,4170.93,False
27712,1840125190,2478.38,5248.79,False
27713,1840125208,2477.69,5266.2,False
27714,1840125038,2224.59,5176.61,False
27715,1840125227,2223.4,5261.88,False
27716,1840125193,2460.57,5248.58,False
27717,1840125205,2460.07,5265.5,False
27718,1840125165,2467.32,5233.98,False
27719,1840125126,2467.89,5215.66,False
27720,1840125034,2365.45,5168.73,False
27721,cluster_1840125039_3070274749,2362.27,5188.86,False
27722,cluster_1840125039_3070274749,2362.27,5188.86,False
27723,1840125055,2366.11,5192.27,False
27724,493629631,2396.72,5263.15,False
27725,1840125224,2413.04,5267.03,False
27726,1840125196,2451.01,5248.42,False
27727,1840125156,2451.43,5233.54,False
27728,1840125156,2451.43,5233.54,False
27729,1840125103,2413.38,5215.03,False
27730,cluster_1840125036_1840125063_255883345_3071620640_3951485992,2276.88,5178.96,False
27731,3071620750,2264.66,5252.01,False
27732,3071620750,2264.66,5252.01,False
27733,3071620833,2265.31,5278.41,False
27734,1840125307,2427.71,5320.03,False
27735,1840125280,2428.26,5312.72,False
27736,1840125280,2428.26,5312.72,False
27737,1840125274,2448.03,5312.63,False
27738,1840125274,2448.03,5312.63,False
27739,3071620879,2448.35,5305.56,False
27740,3071620879,2448.35,5305.56,False
27741,3071620828,2449.13,5280.98,False
27742,3071620828,2449.13,5280.98,False
27743,3071620797,2449.54,5267.93,False
27744,3071620797,2449.54,5267.93,False
27745,1840125196,2451.01,5248.42,False
27746,1840125176,2042.49,5225.14,False
27747,3951487686,2029.89,5225.03,False
27748,3951487686,2029.89,5225.03,False
27749,1840125187,2006.51,5224.67,False
27750,1840125187,2006.51,5224.67,False
27751,1840125071,1981.15,5194.81,False
27752,1840125162,2414.77,5232.52,False
27753,1840125156,2451.43,5233.54,False
27754,1840125156,2451.43,5233.54,False
27755,1840125165,2467.32,5233.98,False
27756,1840125165,2467.32,5233.98,False
27757,1840125160,2484.41,5234.46,False
27758,1840125160,2484.41,5234.46,False
27759,1840125124,2484.91,5216.48,False
27760,cluster_1840155809_1840155816,2801.1,5265.6,False
27761,1840155821,2801.3,5284.03,False
27762,1253187028,2767.33,5260.28,False
27763,1840155815,2790.67,5261.74,False
27764,1840155815,2790.67,5261.74,False
27765,2090333572,2796.34,5265.61,False
27766,1840155778,2663.45,5129.7,False
27767,3932090481,2603.84,5129.44,False
27768,3932090481,2603.84,5129.44,False
27769,3932090480,2558.7,5115.09,False
27770,3932090480,2558.7,5115.09,False
27771,2247427955,2546.82,5082.52,False
27772,cluster_1840155781_1840155805,2663.38,5144.18,False
27773,1840155778,2663.45,5129.7,False
27774,1840155778,2663.45,5129.7,False
27775,1840155771,2667.9,5107.1,False
27776,1602381755,3511.94,5121.67,False
27777,1840155818,3384.84,5297.29,False
27778,1840173608,3777.46,5520.69,False
27779,2106853948,3790.14,5513.27,False
27780,1840173574,3971.79,5512.38,False
27781,1840155828,4056.08,5415.84,False
27782,195635398,3785.49,5420.19,False
27783,1840173508,3743.01,5436.22,False
27784,1840173508,3743.01,5436.22,False
27785,cluster_1513106204_1782978701,3760.01,5456.59,False
27786,1840209216,4403.24,5606.89,False
27787,1840209251,4499.82,5660.03,False
27788,1840464523,5056.38,6523.19,False
27789,1840464533,5056.37,6535.83,False
27790,1840464517,5081.8,6518.33,False
27791,1840464519,5031.13,6517.72,False
27792,1840464653,3808.22,6692.17,False
27793,4235143064,3821.19,6680.13,False
27794,cluster_1840464646_2063411921_6681353012,3771.11,6676.77,False
27795,1840464664,3747.4,6754.25,False
27796,1840464664,3747.4,6754.25,False
27797,2338301076,3725.65,6802.1,False
27798,1840464441,4781.08,5890.74,False
27799,1840464446,4825.8,5894.65,False
27800,1840464446,4825.8,5894.65,False
27801,cluster_2272006404_497590151,4870.25,5898.59,False
27802,1840464446,4825.8,5894.65,False
27803,1840464468,4816.86,5962.01,False
27804,3530787143,3689.67,6926.05,False
27805,cluster_297119701_5794551245_6681347658_6681353020,3661.34,6908.92,False
27806,1840464525,5031.2,6522.97,False
27807,1840464523,5056.38,6523.19,False
27808,1840464523,5056.38,6523.19,False
27809,1840464521,5081.69,6523.77,False
27810,1840464530,5081.49,6536.2,False
27811,1840464521,5081.69,6523.77,False
27812,1840464521,5081.69,6523.77,False
27813,1840464517,5081.8,6518.33,False
27814,1840464517,5081.8,6518.33,False
27815,1840464514,5082.02,6504.01,False
27816,1840464536,5030.99,6535.45,False
27817,1840464525,5031.2,6522.97,False
27818,1840464525,5031.2,6522.97,False
27819,1840464519,5031.13,6517.72,False
27820,1840464519,5031.13,6517.72,False
27821,1840464515,5031.29,6503.62,False
27822,cluster_7158155177_7194375776,5279.02,6634.71,False
27823,1350248589,5336.63,6719.47,False
27824,1350248589,5336.63,6719.47,False
27825,1349734943,5346.24,6740.82,False
27826,1349734943,5346.24,6740.82,False
27827,7194375782,5341.41,6762.16,False
27828,497590122,4299.31,5709.15,False
27829,2271972277,4313.64,5670.95,False
27830,2271972277,4313.64,5670.95,False
27831,1840500073,4320.97,5651.45,False
27832,1840500073,4320.97,5651.45,False
27833,2271972273,4327.89,5630.72,False
27834,2271972273,4327.89,5630.72,False
27835,497590123,4332.37,5617.35,False
27836,497590123,4332.37,5617.35,False
27837,2271972270,4343.76,5590.36,False
27838,2271972270,4343.76,5590.36,False
27839,1840499741,4362.16,5543.65,False
27840,1840499741,4362.16,5543.65,False
27841,gneJ232,4364.95,5516.03,False
27842,1840499801,4077.61,5551.34,False
27843,1840499703,4076.7,5518.48,False
27844,1840499703,4076.7,5518.48,False
27845,1840499688,4080.48,5513.27,False
27846,1840499688,4080.48,5513.27,False
27847,1840499662,4083.49,5499.52,False
27848,1840499700,4041.47,5516.73,False
27849,1840499667,4059.2,5499.05,False
27850,1840499667,4059.2,5499.05,False
27851,1840499664,4077.88,5499.41,False
27852,1840499664,4077.88,5499.41,False
27853,1840499662,4083.49,5499.52,False
27854,1840499662,4083.49,5499.52,False
27855,1840499673,4126.77,5502.74,False
27856,1840499673,4126.77,5502.74,False
27857,497590136,4184.54,5516.5,False
27858,1840500155,4554.47,6553.73,False
27859,cluster_1840500134_497596849,4601.64,6526.63,False
27860,1840500073,4320.97,5651.45,False
27861,1840500052,4297.59,5648.42,False
27862,1840500052,4297.59,5648.42,False
27863,1840500037,4296.89,5617.99,False
27864,1840500037,4296.89,5617.99,False
27865,1840499981,4283.57,5606.25,False
27866,1840500106,4625.45,6490.16,False
27867,1840500185,4685.53,6588.47,False
27868,1840499673,4126.77,5502.74,False
27869,1840499706,4091.84,5520.95,False
27870,1840499706,4091.84,5520.95,False
27871,1840499804,4104.07,5552.52,False
27872,1840499804,4104.07,5552.52,False
27873,1840499938,4097.78,5593.76,False
27874,1840499770,4039.06,5539.72,False
27875,3181575435,4051.5,5539.12,False
27876,3181575435,4051.5,5539.12,False
27877,1840499801,4077.61,5551.34,False
27878,1840499801,4077.61,5551.34,False
27879,1840499804,4104.07,5552.52,False
27880,1840499804,4104.07,5552.52,False
27881,1840499788,4122.83,5547.93,False
27882,1840499788,4122.83,5547.93,False
27883,1840499785,4128.75,5546.62,False
27884,1840499785,4128.75,5546.62,False
27885,1840499776,4182.91,5547.03,False
27886,1840499776,4182.91,5547.03,False
27887,1840499782,4206.83,5547.98,False
27888,1840499652,4185.31,5498.7,False
27889,497590136,4184.54,5516.5,False
27890,1840499744,4290.03,5544.07,False
27891,1840499650,4292.65,5491.95,False
27892,1840499850,4181.87,5566.31,False
27893,1840499852,4205.28,5567.53,False
27894,1840499785,4128.75,5546.62,False
27895,1840499967,4126.85,5594.76,False
27896,1840499664,4077.88,5499.41,False
27897,1840173533,4077.06,5482.43,False
27898,1840499698,4021.04,5516.01,False
27899,1840499682,4021.5,5506.49,False
27900,1840500051,4039.5,5638.4,False
27901,1840500045,4002.33,5635.05,False
27902,1840499996,4149.92,5605.29,False
27903,1840499929,4150.4,5593.2,False
27904,1840499894,4181.11,5580.66,False
27905,1840499897,4206.85,5581.98,False
27906,497583467,4213.25,5636.26,False
27907,1840500097,4210.98,5737.09,False
27908,1840499975,4067.45,5593.08,False
27909,1840499901,4067.46,5577.82,False
27910,1840499788,4122.83,5547.93,False
27911,1840499736,4122.68,5533.36,False
27912,1840499661,4332.12,5505.93,False
27913,1840499981,4283.57,5606.25,False
27914,1840499981,4283.57,5606.25,False
27915,1840499988,4281.81,5607.78,False
27916,1840499988,4281.81,5607.78,False
27917,1840500085,4279.59,5655.28,False
27918,1840500085,4279.59,5655.28,False
27919,1840500093,4270.88,5674.22,False
27920,1840500027,4313.18,5617.56,False
27921,1840500037,4296.89,5617.99,False
27922,1840499702,4058.06,5517.56,False
27923,1840499667,4059.2,5499.05,False
27924,1840499667,4059.2,5499.05,False
27925,1840155828,4056.08,5415.84,False
27926,1840499864,4277.27,5572.32,False
27927,1840499852,4205.28,5567.53,False
27928,1840499732,4331.0,5538.87,False
27929,1840499741,4362.16,5543.65,False
27930,1840499787,3974.36,5543.09,False
27931,1840499838,3997.77,5553.0,False
27932,1840499713,3998.65,5521.68,False
27933,1840499838,3997.77,5553.0,False
27934,1840499838,3997.77,5553.0,False
27935,1840499862,4041.17,5564.48,False
27936,1840499988,4281.81,5607.78,False
27937,1840499985,4277.63,5607.2,False
27938,1840499985,4277.63,5607.2,False
27939,cluster_1840499982_1840499998,4179.81,5604.86,False
27940,1840499734,4019.95,5529.46,False
27941,1840499698,4021.04,5516.01,False
27942,1840499698,4021.04,5516.01,False
27943,1840499700,4041.47,5516.73,False
27944,1840499700,4041.47,5516.73,False
27945,3181575434,4052.55,5517.28,False
27946,3181575434,4052.55,5517.28,False
27947,1840499702,4058.06,5517.56,False
27948,1840499702,4058.06,5517.56,False
27949,1840499703,4076.7,5518.48,False
27950,1840500085,4279.59,5655.28,False
27951,1840500052,4297.59,5648.42,False
27952,1840499688,4080.48,5513.27,False
27953,1840499706,4091.84,5520.95,False
27954,1840499987,3896.43,5595.37,False
27955,1840500045,4002.33,5635.05,False
27956,1840499779,4280.17,5550.28,False
27957,1840499728,4183.66,5532.98,False
27958,1840499977,4040.64,5592.46,False
27959,1840499975,4067.45,5593.08,False
27960,1840499975,4067.45,5593.08,False
27961,5789810316,4094.84,5593.69,False
27962,5789810316,4094.84,5593.69,False
27963,1840499938,4097.78,5593.76,False
27964,1840499938,4097.78,5593.76,False
27965,5789810317,4114.59,5594.34,False
27966,5789810317,4114.59,5594.34,False
27967,1840499967,4126.85,5594.76,False
27968,1840499967,4126.85,5594.76,False
27969,1840499994,4130.31,5604.52,False
27970,1840499994,4130.31,5604.52,False
27971,1840499996,4149.92,5605.29,False
27972,1840499996,4149.92,5605.29,False
27973,cluster_1840499982_1840499998,4179.81,5604.86,False
27974,1840499985,4277.63,5607.2,False
27975,1840499864,4277.27,5572.32,False
27976,1840499864,4277.27,5572.32,False
27977,1840499779,4280.17,5550.28,False
27978,1840499779,4280.17,5550.28,False
27979,1840499744,4290.03,5544.07,False
27980,497590123,4332.37,5617.35,False
27981,1840500027,4313.18,5617.56,False
27982,1840500027,4313.18,5617.56,False
27983,1840499732,4331.0,5538.87,False
27984,1840499732,4331.0,5538.87,False
27985,1840499710,4331.41,5529.5,False
27986,1449425678,2073.15,5927.23,False
27987,1844275735,2069.85,6054.56,False
27988,gneJ139,6267.72,3406.94,False
27989,722875485,6277.71,3388.49,False
27990,1850123634,4821.57,3354.19,False
27991,1850123847,4778.52,3404.38,False
27992,1850123847,4778.52,3404.38,False
27993,3463709891,4740.43,3385.09,False
27994,89180077,8884.01,2477.03,False
27995,214620422,8435.43,2152.77,False
27996,cluster_1589680652_1589680654_274591047,8200.35,2321.75,False
27997,274591061,8196.68,2551.71,False
27998,274591061,8196.68,2551.71,False
27999,274591062,8193.74,2573.71,False
28000,1852031339,8250.05,3910.81,False
28001,2720456620,8386.49,4915.19,False
28002,cluster_1852651011_266355457_7680760814,6208.64,2137.32,False
28003,746753179,6210.83,2154.51,False
28004,746753179,6210.83,2154.51,False
28005,288571492,6192.32,2226.38,False
28006,288571492,6192.32,2226.38,False
28007,289430454,6177.92,2289.05,False
28008,289430454,6177.92,2289.05,False
28009,288571403,6164.33,2349.48,False
28010,288571403,6164.33,2349.48,False
28011,2131136390,6158.92,2372.57,False
28012,2131136390,6158.92,2372.57,False
28013,2131136411,6147.27,2422.28,False
28014,2131136411,6147.27,2422.28,False
28015,288571442,6139.76,2454.34,False
28016,288571442,6139.76,2454.34,False
28017,288571399,6106.61,2583.85,False
28018,cluster_288583436_7707167893,6177.89,3244.69,False
28019,1834162313,6183.92,3316.48,False
28020,1834162313,6183.92,3316.48,False
28021,cluster_1834183800_7707167894_7714730094,6182.86,3322.28,False
28022,cluster_1834183800_7707167894_7714730094,6182.86,3322.28,False
28023,1834196085,6184.25,3326.71,False
28024,1834196085,6184.25,3326.71,False
28025,278817463,6185.54,3370.73,False
28026,1852696902,5888.45,2452.56,False
28027,1720283040,5817.53,2433.14,False
28028,1720283863,5988.53,2678.57,False
28029,362777909,5990.07,2696.29,False
28030,251002732,6802.27,1197.02,False
28031,2337351214,6897.42,1310.57,False
28032,2337351214,6897.42,1310.57,False
28033,248829214,6909.83,1319.87,False
28034,1853002553,5633.96,5834.57,False
28035,1853002552,5613.37,5832.23,False
28036,cluster_1517542703_2107054728,5414.6,5963.26,False
28037,2107054730,5451.94,5965.52,False
28038,2107054730,5451.94,5965.52,False
28039,2107054769,5553.74,6022.53,False
28040,2107054769,5553.74,6022.53,False
28041,2107054730,5451.94,5965.52,False
28042,cluster_1505457072_1853002525_7692757969_7692757971,5750.19,5784.1,False
28043,1853002553,5633.96,5834.57,False
28044,1853002560,5625.85,5906.0,False
28045,1853002552,5613.37,5832.23,False
28046,1853002552,5613.37,5832.23,False
28047,1853002551,5615.09,5817.13,False
28048,cluster_1505457072_1853002525_7692757969_7692757971,5750.19,5784.1,False
28049,1853002515,5737.01,5762.28,False
28050,1853002553,5633.96,5834.57,False
28051,2370250203,5626.81,5898.3,False
28052,2370250203,5626.81,5898.3,False
28053,1853002560,5625.85,5906.0,False
28054,1853002560,5625.85,5906.0,False
28055,7625457168,5646.12,5954.42,False
28056,7625457168,5646.12,5954.42,False
28057,2370250207,5674.91,5903.64,False
28058,2370250207,5674.91,5903.64,False
28059,2370250201,5681.46,5840.22,False
28060,1215414693,5797.97,1415.01,False
28061,1853342369,5846.33,1422.76,False
28062,1853342369,5846.33,1422.76,False
28063,1215414700,5871.77,1426.83,False
28064,1215414700,5871.77,1426.83,False
28065,461956078,5932.99,1453.28,False
28066,461956078,5932.99,1453.28,False
28067,1853342417,5853.6,1488.06,False
28068,461956083,5964.81,1361.82,False
28069,1853342323,5879.26,1350.78,False
28070,1853342343,5874.01,1391.63,False
28071,1853342362,5946.43,1404.32,False
28072,1853342321,5880.27,1343.72,False
28073,461956083,5964.81,1361.82,False
28074,1853342369,5846.33,1422.76,False
28075,1853342413,5840.55,1458.96,False
28076,1853342413,5840.55,1458.96,False
28077,461956067,5835.5,1486.9,False
28078,461956067,5835.5,1486.9,False
28079,463085150,5828.23,1529.35,False
28080,1853342300,5814.42,1324.67,False
28081,1853342329,5805.9,1369.49,False
28082,1853342329,5805.9,1369.49,False
28083,1853342357,5802.36,1390.3,False
28084,1853342357,5802.36,1390.3,False
28085,1215414693,5797.97,1415.01,False
28086,1215414693,5797.97,1415.01,False
28087,1215414476,5795.32,1430.43,False
28088,1215414476,5795.32,1430.43,False
28089,1853342411,5814.62,1454.86,False
28090,1853342411,5814.62,1454.86,False
28091,1853342413,5840.55,1458.96,False
28092,1861717153,4111.07,5484.51,False
28093,cluster_1861717151_3181575451,4115.07,5452.08,False
28094,321330023,4559.37,7476.53,False
28095,2869812835,4553.05,7480.58,False
28096,2869812835,4553.05,7480.58,False
28097,1862846852,4462.53,7519.56,False
28098,1862898677,4743.15,7394.68,False
28099,1862898682,4751.58,7416.6,False
28100,1862898682,4751.58,7416.6,False
28101,1862898684,4752.59,7419.1,False
28102,1862898788,4682.1,7697.82,False
28103,1862898763,4748.62,7672.38,False
28104,1896776293,4692.5,7343.39,False
28105,1862898679,4730.37,7399.5,False
28106,1862898679,4730.37,7399.5,False
28107,1862898689,4739.44,7420.46,False
28108,1862898682,4751.58,7416.6,False
28109,1862898689,4739.44,7420.46,False
28110,1862898689,4739.44,7420.46,False
28111,1731192855,4734.07,7422.89,False
28112,2869812835,4553.05,7480.58,False
28113,321330083,4568.93,7514.74,False
28114,286696678,7373.61,5548.78,False
28115,286696655,7369.29,5587.13,False
28116,cluster_282475325_7429413550,8095.92,5516.52,False
28117,1863143284,7986.26,5506.99,False
28118,1863143284,7986.26,5506.99,False
28119,282475327,7894.61,5494.51,False
28120,cluster_1704102859_282475339,7594.49,5452.3,False
28121,286696644,7556.16,5450.11,False
28122,286696644,7556.16,5450.11,False
28123,286696668,7462.85,5444.78,False
28124,286696668,7462.85,5444.78,False
28125,286696650,7347.98,5438.53,False
28126,282475327,7894.61,5494.51,False
28127,2977748445,7798.34,5474.43,False
28128,2977748445,7798.34,5474.43,False
28129,308989255,7785.13,5466.6,False
28130,308989255,7785.13,5466.6,False
28131,2977748443,7755.64,5460.82,False
28132,2977748443,7755.64,5460.82,False
28133,282475337,7726.88,5459.38,False
28134,282475337,7726.88,5459.38,False
28135,2977748442,7683.99,5457.2,False
28136,2977748442,7683.99,5457.2,False
28137,cluster_2977748441_308989506,7633.59,5454.54,False
28138,cluster_2977748441_308989506,7633.59,5454.54,False
28139,cluster_1704102859_282475339,7594.49,5452.3,False
28140,cluster_1863143527_484264995,7155.51,5679.87,False
28141,4326573699,7199.18,5658.43,False
28142,4326573699,7199.18,5658.43,False
28143,484264996,7211.26,5644.27,False
28144,484264996,7211.26,5644.27,False
28145,286696673,7240.33,5516.86,False
28146,286696673,7240.33,5516.86,False
28147,2320413241,7263.73,5413.55,False
28148,2320413241,7263.73,5413.55,False
28149,279014956,7276.28,5385.04,False
28150,279014956,7276.28,5385.04,False
28151,279014957,7310.71,5310.68,False
28152,1863143544,7945.25,5724.8,False
28153,419217383,8055.53,5715.86,False
28154,1863143290,8086.16,5527.66,False
28155,1863143383,8071.42,5575.17,False
28156,1863143284,7986.26,5506.99,False
28157,1863143409,7919.39,5583.13,False
28158,1863143609,7621.43,5797.43,False
28159,2670636095,7507.88,5891.76,False
28160,2670636095,7507.88,5891.76,False
28161,1863143649,7500.25,5862.41,False
28162,1863143649,7500.25,5862.41,False
28163,1863143660,7447.06,5875.09,False
28164,1863143660,7447.06,5875.09,False
28165,1863143635,7420.54,5844.39,False
28166,1863143635,7420.54,5844.39,False
28167,1863143598,7402.16,5773.04,False
28168,1863143598,7402.16,5773.04,False
28169,1863143582,7461.97,5759.4,False
28170,1863143582,7461.97,5759.4,False
28171,1863143557,7607.79,5722.68,False
28172,1863143557,7607.79,5722.68,False
28173,1863143480,7693.46,5618.73,False
28174,1863143242,7834.67,5432.25,False
28175,1863143241,7795.61,5429.09,False
28176,1863143630,7479.12,5831.21,False
28177,1863143582,7461.97,5759.4,False
28178,1863143557,7607.79,5722.68,False
28179,1863143609,7621.43,5797.43,False
28180,1863143480,7693.46,5618.73,False
28181,7622979406,7681.52,5621.8,False
28182,7622979406,7681.52,5621.8,False
28183,7622979404,7664.23,5626.27,False
28184,7622979404,7664.23,5626.27,False
28185,7622979402,7645.5,5631.1,False
28186,7622979402,7645.5,5631.1,False
28187,7622979400,7628.0,5635.61,False
28188,7622979400,7628.0,5635.61,False
28189,7622979407,7616.11,5638.68,False
28190,7622979407,7616.11,5638.68,False
28191,1863143507,7569.59,5650.69,False
28192,1863143649,7500.25,5862.41,False
28193,1863143642,7506.45,5853.67,False
28194,1863143642,7506.45,5853.67,False
28195,1863143627,7499.2,5826.19,False
28196,1863143555,8095.66,5735.66,False
28197,1459264850,8125.79,5771.76,False
28198,1863143541,8116.03,5726.79,False
28199,1863143555,8095.66,5735.66,False
28200,1863143555,8095.66,5735.66,False
28201,1863143553,8084.69,5735.19,False
28202,1630148124,7313.14,5829.44,False
28203,2914248317,7305.39,5825.96,False
28204,2914248317,7305.39,5825.96,False
28205,cluster_2989117892_308989943,7274.08,5815.17,False
28206,cluster_2989117892_308989943,7274.08,5815.17,False
28207,308989942,7225.14,5773.62,False
28208,308989942,7225.14,5773.62,False
28209,1863143603,7207.03,5774.07,False
28210,419217342,8085.83,5613.66,False
28211,419217367,7939.05,5640.06,False
28212,419217363,7924.42,5602.69,False
28213,1863143383,8071.42,5575.17,False
28214,243749560,3754.3,5505.71,False
28215,cluster_243749561_5720247471,3796.26,5598.85,False
28216,243630833,3173.75,5253.93,False
28217,gneJ500,3686.12,5396.76,False
28218,gneJ498,3703.22,5427.57,False
28219,1863241624,3677.01,5566.38,False
28220,1513106181,3501.51,5388.38,False
28221,7705782727,3324.2,5335.76,False
28222,7705782727,3324.2,5335.76,False
28223,cluster_1513106179_456368155,3268.47,5313.65,False
28224,cluster_1513106179_456368155,3268.47,5313.65,False
28225,cluster_1418778034_243630512_243630536_456365420,3169.89,5277.25,False
28226,1863241532,3847.15,5154.15,False
28227,1863241531,3843.27,5143.77,False
28228,1863241535,3874.95,5236.01,False
28229,1863241532,3847.15,5154.15,False
28230,cluster_1863241536_267783891,3774.26,5267.2,False
28231,1863241534,3750.67,5186.53,False
28232,1863241534,3750.67,5186.53,False
28233,1863241533,3743.52,5176.01,False
28234,cluster_1863241610_1863241614_1863241632_1863241633_1863241635_1863241638_1863241639_1863241641_1870520994_7705782706,3647.72,5573.96,False
28235,1863241624,3677.01,5566.38,False
28236,1863241624,3677.01,5566.38,False
28237,cluster_1863241610_1863241614_1863241632_1863241633_1863241635_1863241638_1863241639_1863241641_1870520994_7705782706,3647.72,5573.96,False
28238,1762464766,3194.54,6752.3,False
28239,1762464764,3104.01,6790.1,False
28240,1762464760,3282.59,6813.08,False
28241,1865878654,3277.81,6842.36,False
28242,1614622056,2810.34,6942.33,False
28243,cluster_1614622016_1614622020_1614622022_1614622024,2777.85,6923.75,False
28244,1762464760,3282.59,6813.08,False
28245,cluster_2683750232_417067542,3867.13,7173.14,False
28246,cluster_1614622016_1614622020_1614622022_1614622024,2777.85,6923.75,False
28247,1614621968,2812.07,6882.63,False
28248,1614621968,2812.07,6882.63,False
28249,1614622056,2810.34,6942.33,False
28250,1868972491,9740.05,1213.54,False
28251,1868972540,9707.99,1272.86,False
28252,1868972398,9344.09,1081.32,False
28253,1868972434,9336.23,1120.58,False
28254,cluster_1868972465_1868972469,9312.54,1153.17,False
28255,1868972489,9297.8,1186.81,False
28256,1868972434,9336.23,1120.58,False
28257,331033940,9329.26,1155.4,False
28258,1868972375,9591.76,1033.02,False
28259,1868972372,9561.02,1026.26,False
28260,cluster_1868972478_472449770,9692.65,1176.71,False
28261,1868972491,9740.05,1213.54,False
28262,1868972491,9740.05,1213.54,False
28263,2119346197,9762.67,1357.66,False
28264,331033593,9656.32,840.45,False
28265,4143278973,9483.01,782.84,False
28266,1868972459,9304.75,1148.54,False
28267,cluster_1868972465_1868972469,9312.54,1153.17,False
28268,cluster_1868972465_1868972469,9312.54,1153.17,False
28269,331033940,9329.26,1155.4,False
28270,cluster_1868972465_1868972469,9312.54,1153.17,False
28271,7625890785,9313.85,1145.18,False
28272,7625890785,9313.85,1145.18,False
28273,7625883478,9318.73,1133.21,False
28274,7625883478,9318.73,1133.21,False
28275,1868972434,9336.23,1120.58,False
28276,1868972434,9336.23,1120.58,False
28277,1868972471,9377.63,1155.79,False
28278,cluster_1602381828_1870520935,3739.56,5400.79,False
28279,6807450818,3831.68,5410.22,False
28280,6807450818,3831.68,5410.22,False
28281,267783890,3860.7,5410.58,False
28282,267783890,3860.7,5410.58,False
28283,cluster_6807450828_6807450829_6807450830,4038.12,5407.64,False
28284,cluster_6807450828_6807450829_6807450830,4038.12,5407.64,False
28285,1840155828,4056.08,5415.84,False
28286,1840155828,4056.08,5415.84,False
28287,cluster_1516302036_3181575440,4189.99,5434.9,False
28288,cluster_1516302036_3181575440,4189.99,5434.9,False
28289,gneJ229,4389.88,5499.41,False
28290,gneJ229,4389.88,5499.41,False
28291,cluster_1840209242_243641585_7615917758_7615917760,4640.79,5639.46,False
28292,1423242703,4006.93,5168.26,False
28293,1423242728,4005.11,5236.56,False
28294,1782978666,3668.26,5328.14,False
28295,1870520929,3679.16,5329.53,False
28296,1423242693,4005.06,5152.79,False
28297,1423242703,4006.93,5168.26,False
28298,gneJ500,3686.12,5396.76,False
28299,gneJ498,3703.22,5427.57,False
28300,1870520913,3942.48,5165.82,False
28301,1423242727,3950.07,5227.87,False
28302,195635398,3785.49,5420.19,False
28303,1513106196,3752.59,5443.66,False
28304,1513106196,3752.59,5443.66,False
28305,1840173508,3743.01,5436.22,False
28306,1840173508,3743.01,5436.22,False
28307,1992455911,3732.21,5430.18,False
28308,1992455911,3732.21,5430.18,False
28309,gneJ498,3703.22,5427.57,False
28310,2903225518,3509.95,5933.31,False
28311,1505457085,3508.1,5937.88,False
28312,cluster_1863241659_1863241660_1863241661,3817.26,5714.09,False
28313,cluster_1863241610_1863241614_1863241632_1863241633_1863241635_1863241638_1863241639_1863241641_1870520994_7705782706,3647.72,5573.96,False
28314,cluster_1863241610_1863241614_1863241632_1863241633_1863241635_1863241638_1863241639_1863241641_1870520994_7705782706,3647.72,5573.96,False
28315,cluster_2277358882_2330725114_2330725115_6660392178_6660392214_911171252,3534.02,5870.32,False
28316,cluster_2277358882_2330725114_2330725115_6660392178_6660392214_911171252,3534.02,5870.32,False
28317,2330725116,3541.49,5892.92,False
28318,2330725116,3541.49,5892.92,False
28319,2903225518,3509.95,5933.31,False
28320,1870520917,3827.25,5252.85,False
